YEILD_STRENGTH,ULTIMATE_TENSILE_STRENGTH,GRADE,FXTEMP_MAX,FXTEMP_MIN,FXTEMP_PCTON,FXTEMP_PCTUNDER,CTEMP_MAX,CTEMP_PCTON,AL,CE,MN,V
425,541,HHTA1B          ,873.125,841.75,99.548,0.452,673.571,89.593,0.045,0.391,1.33,0.044
461,568,HHTA1B          ,879.75,850.5,96.2,0,641.573,83.491,0.043,0.382,1.33,0.046
372,507,HDR09C          ,864.125,837.375,98.605,0,678.975,96.744,0.045,0.338,1.06,0.001
415,518,HHTA1B          ,868,830.75,93.741,6.26,623.925,99.845,0.044,0.384,1.34,0.042
443,557,HHTA1B          ,881,843.75,63.706,0.254,636.789,88.55,0.045,0.402,1.38,0.045
346,476,HDR09C          ,865.125,841.625,99.695,0,678.362,88.218,0.029,0.33,0.99,0.001
410,534,HHTA1B          ,879,854.75,93.773,0,679.249,95.941,0.045,0.392,1.37,0.047
320,464,HDR09C          ,857,828,96.313,3.687,674.392,74.884,0.045,0.357,1.07,0.001
341,478,HDR09C          ,860.75,837.375,98.148,0,675.495,94.907,0.045,0.338,1.06,0.001
318,466,HDR09C          ,869.75,834.625,91.852,0,679.99,80.074,0.045,0.334,0.97,0.001
486,609,HHTA1B          ,874.25,853.375,100,0,686.1,72.015,0.045,0.397,1.37,0.05
308,449,HDR09C          ,856.25,839,100,0,684.389,91.781,0.045,0.336,0.95,0.001
380,507,HHTA1B          ,881.375,847.375,94.966,0,641.459,94.773,0.045,0.406,1.36,0.045
462,565,HHTA1B          ,874.125,832,99.256,0.744,627.611,98.765,0.045,0.389,1.35,0.044
460,556,HHTA1B          ,877,841,91.695,7.458,637.696,96.633,0.043,0.382,1.33,0.046
427,549,HHTA1B          ,868.375,835.375,76.103,23.897,661.514,84.249,0.041,0.392,1.38,0.042
437,545,HHTA1B          ,874.875,854.875,100,0,671.317,86.878,0.045,0.39,1.32,0.047
432,559,HHTA1B          ,881,845.125,95.37,0,685.385,90.783,0.045,0.394,1.35,0.045
404,529,HHTA1B          ,888.5,845.5,95.853,0,683.989,80.645,0.041,0.405,1.38,0.045
462,573,HHTA1B          ,870.5,844.625,99.533,0.467,687.249,91.628,0.041,0.392,1.38,0.042
430,552,HHTA1B          ,865.875,835.5,75.472,24.528,677.86,70.301,0.045,0.396,1.4,0.04
401,514,HHTA1B          ,880.625,844.125,94.131,0.451,632.497,94.619,0.04,0.38,1.31,0.045
354,495,HHTA1B          ,871.5,827.25,30.137,69.863,685.812,71.818,0.045,0.389,1.36,0.047
443,558,HHTA1B          ,885,856.875,96.739,0,670.529,59.567,0.045,0.385,1.31,0.042
458,562,HHTA1B          ,864.5,839,99.638,0.362,672.221,81.655,0.045,0.385,1.31,0.042
423,543,HHTA1B          ,872,837.375,71.004,28.996,672.617,87.454,0.045,0.385,1.31,0.042
394,527,HHTA1B          ,868.5,828.875,44.776,55.224,675.59,89.219,0.045,0.398,1.33,0.047
402,532,HHTA1B          ,874.375,834.25,62.921,37.079,671.044,72.285,0.045,0.403,1.37,0.045
431,554,HHTA1B          ,881.625,852.5,93.258,0,671.879,96.654,0.045,0.398,1.33,0.047
395,523,HHTA1B          ,871.25,839.625,78.832,21.168,669.589,91.304,0.045,0.389,1.36,0.047
410,530,HHTA1B          ,865.125,829.75,51.515,48.485,635.992,95.833,0.036,0.41,1.38,0.048
305,452,HDR09C          ,869,835.375,77.465,22.535,687.734,89.944,0.029,0.333,1,0.001
311,450,HDR09C          ,872.75,827.75,60.955,39.045,672.932,98.883,0.036,0.322,0.97,0.001
308,456,HDR09C          ,871.75,839.125,76.685,23.315,674.447,98.329,0.029,0.333,1,0.001
308,456,HDR09C          ,871.75,839.125,76.685,23.315,674.447,98.329,0.029,0.333,1,0.001
316,456,HDR09C          ,868.375,832.25,71.629,28.371,679.833,98.045,0.029,0.333,1,0.001
314,449,HDR09C          ,869.75,831,58.989,41.011,686.589,95.265,0.029,0.333,1,0.001
415,536,HHTA1B          ,875,834.625,99.189,0.541,641.905,80.965,0.045,0.393,1.31,0.043
437,548,HHTA1B          ,888.625,836.75,78.81,15.985,663.216,95.911,0.045,0.396,1.4,0.04
436,554,HHTA1B          ,882.75,846.125,92.62,0,666.094,93.75,0.045,0.411,1.4,0.045
468,584,HHTA1B          ,892,843,90.843,1.832,660.924,89.818,0.036,0.395,1.4,0.044
408,542,HHTA1B          ,886.25,862.375,43.21,0,687.285,79.167,0.037,0.386,1.34,0.05
385,515,HHTA1B          ,873.75,840.625,96.7,3.3,672.704,97.377,0.037,0.386,1.34,0.05
432,545,HHTA1B          ,872.875,849.75,100,0,680.189,87.037,0.041,0.393,1.4,0.045
405,528,HHTA1B          ,865.25,835.75,98.909,1.091,665.667,94.203,0.045,0.389,1.36,0.047
370,506,HHTA1B          ,866.75,829.25,77.471,22.529,637.101,89.041,0.038,0.379,1.3,0.045
389,514,HHTA1B          ,873,821.625,99.623,0.377,621.588,99.813,0.04,0.394,1.33,0.049
458,568,HHTA1B          ,890.875,849.875,92.391,0,664.447,91.367,0.045,0.385,1.31,0.042
378,506,HHTA1B          ,883,847.625,75.814,24.186,684.494,86.047,0.035,0.388,1.3,0.042
428,551,HHTA1B          ,886.75,844.375,76.959,21.659,676.498,98.157,0.032,0.398,1.34,0.045
364,490,HHTA1B          ,878.5,838.25,93.364,0.229,638.159,88.383,0.038,0.379,1.3,0.045
364,503,HHTA1B          ,871,841.25,94.977,5.023,620.994,99.547,0.04,0.394,1.33,0.049
437,549,HHTA1B          ,873.125,830,94.533,5.467,619.583,95.465,0.04,0.394,1.33,0.049
395,520,HHTA1B          ,870.5,854.25,100,0,657.59,92.889,0.043,0.391,1.33,0.044
420,541,HHTA1B          ,882.75,849.125,95.732,1.829,681.98,78.395,0.045,0.399,1.37,0.044
291,463,HDR09C          ,860.875,831.625,99.242,0,659.908,91.698,0.039,0.331,1.01,0.001
342,463,HDR09C          ,860.875,831.625,99.242,0,659.908,91.698,0.039,0.331,1.01,0.001
393,523,HHTA1B          ,886.25,846.5,97.668,1.036,626.458,97.423,0.039,0.396,1.4,0.046
401,521,HHTA1B          ,876.5,841.25,98.395,0.229,628.851,98.406,0.038,0.379,1.3,0.045
448,557,HHTA1B          ,871.625,838.5,87.844,12.156,625.809,88.383,0.043,0.4,1.34,0.048
408,529,HHTA1B          ,873.625,830.75,92.89,7.11,638.196,84.318,0.043,0.4,1.34,0.048
436,555,HHTA1B          ,871.25,824,95.881,4.119,626.146,93.636,0.043,0.4,1.34,0.048
435,577,HHTA1B          ,873.5,829.625,68.634,31.367,671.527,78.882,0.036,0.41,1.38,0.048
427,544,HHTA1B          ,895.25,851.75,80.153,0,674.194,93.156,0.045,0.385,1.31,0.042
444,542,HHTA1B          ,879.5,830.375,99.436,0.141,636.79,91.854,0.045,0.386,1.34,0.047
395,512,HHTA1B          ,880.875,838.5,82.039,16.667,645.985,95.981,0.041,0.385,1.31,0.043
434,568,HHTA1B          ,872.75,842.25,97.436,2.564,653.307,61.679,0.045,0.398,1.33,0.047
395,527,HHTA1B          ,869.125,843.75,99.63,0.37,669.296,79.259,0.045,0.398,1.33,0.047
394,528,HHTA1B          ,871.5,830.875,56.506,43.494,664.614,76.667,0.045,0.403,1.37,0.045
367,512,HHTA1B          ,891.25,846.5,92.727,0,665.336,87.956,0.045,0.403,1.37,0.045
416,543,HHTA1B          ,872.125,850.625,100,0,679.714,72.881,0.044,0.399,1.4,0.04
394,522,HHTA1B          ,870.875,845.75,100,0,682.136,58.14,0.045,0.389,1.36,0.047
355,492,HHTA1B          ,862.375,831.25,60.092,39.908,685.616,73.272,0.045,0.398,1.33,0.047
454,553,HHTA1B          ,868.625,831.875,46.293,53.707,629.687,98.204,0.04,0.394,1.36,0.044
460,555,HHTA1B          ,878.375,842.875,99.418,0.388,641.142,91.346,0.033,0.39,1.36,0.042
452,551,HHTA1B          ,868.25,836.25,71.037,28.963,623.82,93.738,0.04,0.394,1.36,0.044
330,462,HDR09C          ,904,851.875,88.75,3.958,650.724,95.643,0.045,0.327,0.98,0.001
398,534,HHTA1B          ,872.25,843.125,99.07,0.93,684.339,92.056,0.04,0.409,1.37,0.048
394,531,HHTA1B          ,873.125,843.625,98.421,1.579,681.729,88.889,0.031,0.4,1.4,0.043
345,481,HDR09C          ,886.375,841.125,90,3.947,645.881,96.073,0.045,0.349,1.03,0.001
363,507,HDR09C          ,879.875,840.125,88.686,9.124,674.266,89.855,0.037,0.35,1.03,0.001
426,546,HHTA1B          ,872.125,838,79.336,20.664,657.787,95.971,0.045,0.396,1.4,0.04
408,521,HHTA1B          ,869.375,838,82.949,17.051,680.967,79.724,0.041,0.393,1.4,0.045
411,534,HHTA1B          ,875.875,846.625,83.41,16.59,682.628,95.853,0.045,0.394,1.35,0.045
401,538,HHTA1B          ,866.25,841.25,84.793,15.207,685.685,82.791,0.045,0.411,1.4,0.045
458,559,HHTA1B          ,875.25,845.5,99.591,0,641.753,96.735,0.041,0.392,1.39,0.042
428,562,HHTA1B          ,886.25,847.875,99.051,0.19,658.265,88.701,0.042,0.379,1.3,0.046
347,470,HDR09C          ,910.5,870.125,75.523,0,649.456,93.168,0.045,0.327,0.98,0.001
335,482,HDR09C          ,869.5,833.75,50.987,49.013,671.037,96.053,0.045,0.349,1.03,0.001
399,524,HHTA1B          ,909.25,849.25,84.871,0,690.392,72.059,0.04,0.403,1.36,0.042
443,558,HHTA1B          ,885,856.875,96.739,0,670.529,59.567,0.045,0.385,1.31,0.042
407,538,HHTA1B          ,902,866.25,84.362,0,689.084,79.835,0.037,0.386,1.34,0.05
310,451,HDR09C          ,870.75,838.5,84.832,15.169,675.11,98.045,0.036,0.322,0.97,0.001
425,552,HHTA1B          ,871,844.875,99.55,0.45,666.416,92.793,0.045,0.4,1.34,0.045
396,512,HHTA1B          ,870.375,845,100,0,642.195,91.042,0.037,0.389,1.34,0.043
441,572,HHTA1B          ,883,849,97.942,2.058,684.544,94.65,0.037,0.386,1.34,0.05
425,553,HHTA1B          ,872.875,849.25,99.401,0.599,684.183,89.157,0.045,0.399,1.37,0.044
423,534,HHTA1B          ,887.875,843,89.011,4.029,654.737,88.364,0.041,0.393,1.4,0.045
471,574,HHTA1B          ,871.125,839.25,88.645,11.355,669.372,91.971,0.036,0.395,1.4,0.044
400,524,HHTA1B          ,878.75,851,95.604,0,669.047,67.518,0.041,0.392,1.38,0.042
418,527,HHTA1B          ,877.75,845.5,98.162,0,666.239,90.11,0.041,0.392,1.38,0.042
487,652,HHTA1B          ,872.375,846.25,100,0,669.198,82.87,0.044,0.399,1.4,0.04
365,502,HHTA1B          ,889.75,852.25,92.655,0,683.685,89.773,0.044,0.399,1.4,0.04
423,541,HHTA1B          ,881,851.75,99.474,0.526,683.462,97.895,0.045,0.41,1.37,0.043
377,513,HHTA1B          ,871.5,827.25,30.137,69.863,685.812,71.818,0.045,0.389,1.36,0.047
448,563,HHTA1B          ,872.5,848.375,100,0,669.705,92.825,0.045,0.393,1.34,0.044
392,531,HHTA1B          ,878.75,849.5,99.267,0,665.188,79.197,0.037,0.379,1.31,0.047
412,539,HHTA1B          ,890.625,842,89.655,1.724,638.419,90.034,0.035,0.397,1.31,0.046
478,581,HHTA1B          ,872.125,840,83.824,16.177,676.023,75.735,0.044,0.382,1.3,0.046
328,462,HDR09C          ,862.5,843,94.672,5.328,671.134,65.714,0.039,0.33,0.96,0.001
423,539,HHTA1B          ,873.25,834.375,99.196,0.804,627.982,91.693,0.038,0.413,1.4,0.045
434,539,HHTA1B          ,864.625,839.25,88.871,11.129,621.193,97.468,0.045,0.396,1.38,0.045
372,521,HHTA1B          ,868.25,824.625,36.916,63.084,687.008,51.402,0.038,0.401,1.34,0.047
433,554,HHTA1B          ,874.375,815,90.909,9.091,678.284,66.818,0.038,0.401,1.33,0.042
405,528,HHTA1B          ,881.75,846.875,98.546,0,681.708,65.343,0.036,0.394,1.33,0.043
466,584,HHTA1B          ,883.375,842.125,89.892,5.776,662.778,88.448,0.038,0.401,1.33,0.042
431,552,HHTA1B          ,876.5,843.25,94.909,4,676.887,70.182,0.038,0.401,1.33,0.042
418,543,HHTA1B          ,876.125,842,96.703,2.93,674.947,93.455,0.036,0.394,1.33,0.043
372,521,HHTA1B          ,868.25,824.625,36.916,63.084,687.008,51.402,0.038,0.401,1.34,0.047
373,499,HHTA1B          ,877.25,839.875,81.618,17.647,665.1,95.971,0.045,0.395,1.33,0.043
419,541,HHTA1B          ,872.5,837.25,79.854,20.147,673.418,80,0.045,0.385,1.32,0.045
398,523,HHTA1B          ,869,830.125,39.852,60.148,682.148,87.912,0.034,0.385,1.35,0.046
395,527,HHTA1B          ,868.625,838.125,74.444,25.556,669.382,87.454,0.042,0.398,1.37,0.043
434,555,HHTA1B          ,884.25,838.5,89.03,2.11,666.939,83.966,0.045,0.382,1.33,0.047
463,585,HHTA1B          ,871.375,837.25,74.265,25.735,662.453,97.07,0.034,0.385,1.35,0.046
481,592,HHTA1B          ,880,840.625,91.597,2.521,679.993,89.916,0.045,0.382,1.33,0.047
388,513,HHTA1B          ,871.875,849.375,100,0,674.614,97.041,0.036,0.387,1.36,0.046
424,544,HHTA1B          ,868.25,848.25,100,0,681.798,89.862,0.037,0.379,1.31,0.047
415,544,HHTA1B          ,871.5,849.5,100,0,658.558,87.956,0.032,0.398,1.34,0.045
423,549,HHTA1B          ,869.875,845.875,100,0,686.033,93.427,0.035,0.388,1.3,0.042
434,564,HHTA1B          ,860.875,843.75,96.648,3.352,683.891,88.701,0.035,0.397,1.31,0.046
433,560,HHTA1B          ,878.875,857.25,97.191,0,673.653,88.701,0.035,0.397,1.31,0.046
488,597,HHTA1B          ,877.875,845.75,98.155,0,681.659,79.854,0.044,0.382,1.3,0.046
441,556,HHTA1B          ,871.25,807.125,32.073,67.927,633.206,95.188,0.04,0.394,1.33,0.049
480,580,HHTA1B          ,870.625,802.875,58.182,41.818,642.367,93.354,0.043,0.4,1.34,0.048
438,545,HHTA1B          ,876.25,837.25,93.356,5.281,648.38,78.041,0.04,0.38,1.31,0.045
438,548,HHTA1B          ,874.75,839.5,96.379,3.621,627.281,87.031,0.038,0.379,1.3,0.045
414,531,HHTA1B          ,889.75,841.5,85.862,4.483,644.295,88.66,0.035,0.397,1.31,0.046
383,525,HHTA1B          ,871.75,829.5,82.166,17.834,666.615,98.423,0.036,0.387,1.36,0.046
442,542,HHTA1B          ,874.625,835.75,94.059,5.941,638.566,89.391,0.045,0.396,1.38,0.045
383,525,HHTA1B          ,872.375,826.25,40.873,59.127,682.934,92.46,0.036,0.387,1.36,0.046
407,536,HHTA1B          ,875.25,815,34.832,64.607,683.782,60.674,0.04,0.391,1.34,0.045
400,528,HHTA1B          ,881.125,841.875,97.577,0.661,627.442,96.061,0.045,0.407,1.36,0.044
349,488,HDR09C          ,882.75,855.5,100,0,671.122,92.578,0.039,0.33,0.96,0.001
407,525,HHTA1B          ,873.25,837.875,51.22,48.781,682.518,83.686,0.045,0.388,1.33,0.048
376,507,HHTA1B          ,880.25,853.625,91.72,0,665.737,98.101,0.036,0.387,1.36,0.046
405,537,HHTA1B          ,868.25,840.375,99.707,0.293,666.051,93.878,0.038,0.413,1.4,0.045
432,542,HHTA1B          ,875.125,849,99.554,0,670.508,93.75,0.045,0.382,1.31,0.043
398,517,HHTA1B          ,869,820.875,95.614,4.386,666.688,94.928,0.045,0.407,1.36,0.044
380,513,HHTA1B          ,889.5,855.375,93.015,0,668.405,94.444,0.04,0.386,1.34,0.043
441,563,HHTA1B          ,874.75,839.5,91.72,8.28,663.121,87.302,0.036,0.409,1.4,0.049
406,536,HHTA1B          ,876.5,855.375,97.764,0,658.905,96.815,0.036,0.409,1.4,0.049
337,481,HDR09C          ,883.5,840.5,99.517,0.483,681.491,77.451,0.028,0.346,1.06,0.001
334,471,HDR09C          ,878.375,848.875,52.652,47.349,668.253,78.409,0.028,0.346,1.06,0.001
335,471,HDR09C          ,867.5,844.625,99.107,0.893,671.55,96.875,0.05,0.335,1.01,0.001
373,511,HHTA1B          ,869.375,844.875,99.68,0.321,660.552,98.734,0.036,0.387,1.36,0.046
449,564,HHTA1B          ,868.375,841.875,99.707,0.293,669.812,91.545,0.045,0.396,1.38,0.045
383,511,HHTA1B          ,871,844.625,99.635,0.365,665.877,91.304,0.038,0.401,1.34,0.047
403,512,HHTA1B          ,874.5,833.625,74.457,25.543,677.701,96.839,0.045,0.392,1.33,0.042
402,517,HHTA1B          ,872.5,841.5,94.305,5.695,672.121,97.01,0.045,0.392,1.33,0.042
421,524,HHTA1B          ,873.875,821.875,63.94,36.06,679.468,88.353,0.039,0.398,1.37,0.043
440,540,HHTA1B          ,874,826.625,99.668,0.332,677.135,93.719,0.039,0.4,1.35,0.044
460,559,HHTA1B          ,874,838.875,99.502,0.498,679.005,96.198,0.039,0.4,1.35,0.044
401,534,HHTA1B          ,868.375,835.625,95.826,4.174,670.695,97.517,0.031,0.398,1.38,0.05
435,535,HHTA1B          ,869,809.125,70.432,29.568,670.599,94.536,0.037,0.393,1.32,0.046
372,497,HHTA1B          ,878,835,49.414,50.586,676.983,96.833,0.035,0.391,1.37,0.05
440,547,HHTA1B          ,865.875,833.375,90.017,9.983,675.764,96.529,0.039,0.398,1.37,0.043
455,563,HHTA1B          ,881.25,842,83.212,0.243,678.311,98.063,0.04,0.399,1.34,0.042
440,553,HHTA1B          ,871.5,835.5,88.339,11.661,639.143,94.561,0.045,0.386,1.34,0.042
436,558,HHTA1B          ,868.125,843,94.953,5.047,683.477,88.75,0.038,0.401,1.33,0.042
389,516,HHTA1B          ,869.125,838,60.815,39.185,680.785,89.408,0.043,0.401,1.37,0.047
452,554,HHTA1B          ,867.625,832.625,99.682,0.318,622.278,93.819,0.036,0.409,1.4,0.049
355,466,HHTA1B          ,885,848.25,91.409,0,647.163,72.014,0.045,0.382,1.31,0.043
399,518,HHTA1B          ,876.75,842.125,95.993,3.84,671.564,97.181,0.031,0.398,1.38,0.05
394,508,HHTA1B          ,879.25,843.75,65.185,34.815,674.905,88.192,0.045,0.388,1.33,0.048
393,519,HHTA1B          ,888.25,842.625,93.431,1.095,671.895,91.971,0.045,0.385,1.32,0.045
323,461,HDR09C          ,873.75,848.25,98.23,1.77,666.172,69.604,0.05,0.335,1.01,0.001
414,532,HHTA1B          ,875.625,832.625,98.387,1.152,624.048,82.232,0.038,0.379,1.3,0.045
405,536,HHTA1B          ,873.25,848.875,100,0,669.675,98.256,0.045,0.396,1.38,0.045
417,551,HHTA1B          ,874.375,849.625,100,0,664.479,97.971,0.039,0.407,1.36,0.045
398,524,HHTA1B          ,875.625,850.625,99.408,0,665.45,96.481,0.038,0.413,1.4,0.045
414,532,HHTA1B          ,880,842.25,91.514,0.229,631.986,97.494,0.04,0.38,1.31,0.045
421,556,HHTA1B          ,870.25,846,100,0,668.786,98.834,0.039,0.407,1.36,0.045
385,522,HHTA1B          ,872.125,848.875,87.018,12.983,663.153,94.755,0.036,0.387,1.36,0.046
444,571,HHTA1B          ,876.75,855.125,100,0,667.916,97.161,0.045,0.396,1.38,0.045
385,508,HHTA1B          ,874.5,845.625,85.24,14.76,672.599,75.368,0.04,0.386,1.34,0.043
408,538,HHTA1B          ,894.75,846.75,91.912,0,667.505,93.773,0.034,0.392,1.31,0.047
430,551,HHTA1B          ,877.5,837,81.919,16.974,667.454,95.971,0.034,0.392,1.31,0.047
384,505,HHTA1B          ,878.5,838.25,93.364,0.229,638.159,88.383,0.038,0.379,1.3,0.045
384,505,HHTA1B          ,878.5,838.25,93.364,0.229,638.159,88.383,0.038,0.379,1.3,0.045
402,527,HHTA1B          ,863.5,831.875,67.801,32.2,626.595,99.775,0.04,0.38,1.31,0.045
441,577,HHTA1B          ,861.625,830.375,32.342,67.658,657.959,93.704,0.038,0.401,1.34,0.047
400,528,HHTA1B          ,894,851.625,90.441,0,667.562,94.506,0.045,0.395,1.33,0.043
421,556,HHTA1B          ,874.125,854.25,100,0,693.311,91.949,0.045,0.386,1.32,0.043
421,556,HHTA1B          ,876.625,853.875,98.519,0,687.152,95.572,0.031,0.398,1.38,0.05
500,622,HHTA1B          ,874.125,854.25,100,0,693.311,91.949,0.045,0.386,1.32,0.043
500,622,HHTA1B          ,874.125,854.25,100,0,693.311,91.949,0.045,0.386,1.32,0.043
408,541,HHTA1B          ,877.125,848.5,98.925,0,680.66,92.115,0.045,0.407,1.36,0.044
406,542,HHTA1B          ,874.5,839.625,74.074,25.926,669.838,95.588,0.042,0.398,1.37,0.043
381,523,HHTA1B          ,866.625,835.125,55.224,44.776,681.28,82.264,0.031,0.398,1.38,0.05
375,501,HHTA1B          ,865.75,828,32.443,67.557,698.961,98.859,0.038,0.379,1.3,0.045
394,526,HHTA1B          ,871.375,831,54.753,45.247,679.771,98.851,0.04,0.394,1.33,0.049
431,529,HHTA1B          ,869.125,836.625,67.129,32.871,628.505,97.053,0.045,0.396,1.38,0.045
409,526,HHTA1B          ,871,849.625,100,0,668.623,93.727,0.035,0.388,1.3,0.042
347,490,HDR09C          ,885.75,857.875,97.619,0,679.23,80.383,0.028,0.346,1.06,0.001
314,465,HDR09C          ,887.25,828.625,70.48,5.904,679.003,88.971,0.045,0.345,1.02,0.001
402,535,HHTA1B          ,867.625,833.625,52.535,47.465,678.315,83.945,0.042,0.398,1.37,0.043
402,535,HHTA1B          ,871.875,832.5,69.907,30.093,685.695,55.093,0.042,0.398,1.37,0.043
377,512,HHTA1B          ,873.625,839.875,84.838,15.163,662.168,83.094,0.041,0.391,1.34,0.041
398,512,HHTA1B          ,884.25,845.25,97.685,0,689.957,67.757,0.045,0.395,1.33,0.043
421,556,HHTA1B          ,862.75,828,50.761,49.239,680.573,55.102,0.038,0.402,1.38,0.05
453,584,HHTA1B          ,874.75,836.125,75.127,24.873,680.669,78.173,0.038,0.402,1.38,0.05
445,568,HHTA1B          ,867.875,839.625,83.636,16.364,685.893,64.091,0.038,0.401,1.33,0.042
395,517,HHTA1B          ,890.25,849,90.476,0,657.029,90.876,0.042,0.398,1.37,0.043
408,545,HHTA1B          ,859.875,834.125,49.565,50.435,666.188,86.087,0.037,0.402,1.37,0.04
380,509,HHTA1B          ,874.25,844.125,99.346,0.654,677.682,91.205,0.04,0.38,1.31,0.045
409,540,HHTA1B          ,879.25,852.625,94.521,0,686.945,90.826,0.045,0.391,1.38,0.046
452,559,HHTA1B          ,868.75,837.75,81.784,18.216,663.061,96.679,0.032,0.398,1.34,0.045
444,561,HHTA1B          ,881.625,854.75,94.47,0,676.516,68.519,0.037,0.379,1.31,0.047
379,511,HHTA1B          ,868.125,827.375,52.652,47.349,677.756,98.491,0.04,0.394,1.33,0.049
492,597,HHTA1B          ,870.25,847.375,100,0,691.752,86.385,0.044,0.382,1.3,0.046
497,605,HHTA1B          ,880.5,842.25,93.358,1.845,675.998,89.011,0.044,0.382,1.3,0.046
387,505,HHTA1B          ,885,848.25,91.409,0,647.163,72.014,0.045,0.382,1.31,0.043
439,565,HHTA1B          ,879.75,843.25,93.354,3.797,667.768,72.871,0.039,0.407,1.36,0.045
414,548,HHTA1B          ,865.25,835.125,60.185,39.815,681.291,75.117,0.034,0.392,1.31,0.047
327,459,HDR09C          ,874.25,848.125,100,0,681.603,80.233,0.05,0.327,0.96,0.001
313,453,HDR09C          ,874.375,848.125,100,0,673.061,48.844,0.05,0.322,0.97,0.001
409,542,HHTA1B          ,874.875,855.25,100,0,662.256,90.159,0.036,0.409,1.4,0.049
400,525,HHTA1B          ,869.25,807.5,54.526,45.474,674.339,88.486,0.04,0.407,1.4,0.044
394,526,HHTA1B          ,879.375,834.5,69.351,24.161,675.111,88.419,0.04,0.407,1.4,0.044
439,557,HHTA1B          ,871.75,839.125,78.734,21.266,677.766,90.226,0.041,0.394,1.36,0.047
381,532,HHTA1B          ,878.375,853.75,94.118,0,668.764,97.953,0.037,0.402,1.37,0.04
376,515,HHTA1B          ,885.625,833,63.314,7.101,673.312,89.381,0.045,0.392,1.33,0.042
448,560,HHTA1B          ,875.875,840.5,97.882,0.235,675.48,84.382,0.045,0.397,1.37,0.05
460,587,HHTA1B          ,868.75,837.5,84.766,15.234,685.891,96.078,0.045,0.397,1.37,0.05
473,573,HHTA1B          ,874.375,833,91.793,8.207,688.227,88.651,0.038,0.386,1.32,0.049
435,558,HHTA1B          ,869.875,848.5,100,0,680.285,98.457,0.045,0.397,1.35,0.048
391,516,HHTA1B          ,873.75,843.875,98.997,1.003,665.75,97.333,0.042,0.387,1.31,0.042
380,510,HHTA1B          ,883,830.625,79.53,0.336,661.674,93.667,0.042,0.387,1.31,0.042
310,454,HDR09C          ,876.5,844.125,98.547,0.581,672.362,69.364,0.05,0.322,0.97,0.001
335,463,HDR09C          ,868,837.125,80.46,19.54,670.036,96.578,0.05,0.322,0.95,0.002
406,534,HHTA1B          ,876.25,837.875,87.215,12.329,685.289,77.626,0.036,0.394,1.33,0.043
406,534,HHTA1B          ,876.25,837.875,87.215,12.329,685.289,77.626,0.036,0.394,1.33,0.043
423,556,HHTA1B          ,865.875,827.875,56.863,43.137,679.742,71.569,0.038,0.402,1.38,0.05
435,565,HHTA1B          ,873.875,840.75,91.781,8.219,682.413,76.256,0.045,0.385,1.32,0.045
391,516,HHTA1B          ,883,848.875,87.584,0,670.367,98.339,0.042,0.387,1.31,0.042
449,556,HHTA1B          ,874.5,846.25,100,0,668.884,98.834,0.045,0.396,1.38,0.045
391,539,HHTA1B          ,874.5,847.125,100,0,630.547,97.572,0.045,0.407,1.36,0.044
426,540,HHTA1B          ,879.5,851.625,96.875,0,669.787,29.911,0.045,0.382,1.31,0.043
434,550,HHTA1B          ,866.125,832.75,47.212,52.788,669.098,91.513,0.034,0.392,1.31,0.047
418,534,HHTA1B          ,878.875,836.625,96.205,0.223,639.49,83.074,0.034,0.377,1.3,0.043
367,505,HHTA1B          ,873.75,840.375,99.763,0.238,630.044,92.891,0.039,0.407,1.36,0.045
425,550,HHTA1B          ,873,839.375,99.708,0.292,666.707,98.256,0.039,0.407,1.36,0.045
331,468,HDR09C          ,868,844.75,99.592,0.408,675.435,87.755,0.039,0.33,0.96,0.001
338,478,HDR09C          ,870.875,851.25,100,0,670.715,97.166,0.039,0.33,0.96,0.001
445,560,HHTA1B          ,873,842.75,95.185,4.815,667.151,95.588,0.034,0.392,1.31,0.047
438,550,HHTA1B          ,875.25,843.5,96.296,3.333,675.13,92.647,0.037,0.379,1.31,0.047
409,539,HHTA1B          ,872,849.75,100,0,676.628,86.916,0.035,0.388,1.3,0.042
414,541,HHTA1B          ,871.5,847.5,100,0,678.421,95.305,0.035,0.388,1.3,0.042
393,508,HHTA1B          ,871.625,839.625,84.146,15.854,684.684,90.909,0.043,0.401,1.37,0.047
394,535,HHTA1B          ,872.375,852.625,100,0,677.797,85.088,0.037,0.402,1.37,0.04
419,547,HHTA1B          ,884.125,840.125,89.49,3.185,657.346,97.46,0.036,0.409,1.4,0.049
416,542,HHTA1B          ,872.625,838.125,75.799,24.201,689.659,86.758,0.036,0.394,1.33,0.043
473,598,HHTA1B          ,867.75,827,45.455,54.546,684.335,42.64,0.038,0.402,1.38,0.05
440,568,HHTA1B          ,872.75,827.125,77.727,22.273,685.868,76.364,0.038,0.401,1.33,0.042
396,521,HHTA1B          ,874.375,844,98.524,1.476,659.756,80.22,0.037,0.379,1.31,0.047
405,541,HHTA1B          ,873.375,842.375,94.714,5.286,663.727,84.211,0.035,0.397,1.31,0.046
426,553,HHTA1B          ,867,839.75,97.674,2.326,678.993,90.698,0.032,0.398,1.34,0.045
422,531,HHTA1B          ,880,842.25,91.514,0.229,631.986,97.494,0.04,0.38,1.31,0.045
383,509,HHTA1B          ,865.375,835.375,44.986,55.014,642.928,84.091,0.038,0.401,1.34,0.047
